OTU id;count;E00944148;E00944149;E00944151;E00944152;E00944153;E00944154;E00944155;E00944156;E00944157;E00944160;E00944167;E00963469;E00963471;E00963474;E00963476;E00963478;E00963482;E00963484;E00963485;E00963490;E00963491;E00963492;E00963493;E00963496;E00963497;E00963498;E00963499;E00963500;E00963501;E00963502;E00963505;E00963506;E00963508;E00963509;E00963510;E00963511;E00963512;E00963740;E00963743;E00963746;E00963750;E00963751;E00963753;E00963757;E00963761;E00963764;E00963842;E00963843;E00963845;E00963846;E00963848;E00963850;E00963852;E00963853;E00963855;E00963856;E00963857;E00963859;E00963864;E00982230;E00982232;E00982233;E00982239;E00982241;E00982252;E00982256;E00982258;E00982259;E00982260;E00982262;E00982264;E00982266;E00982271;E00982273;E00982477;E00982478;E00982480;E00982481;E00982487;E00982488;E00982489;E00982490;E00982493;E00982494;E00982496;E00982497;E00982499;E00982501
M68YD:01124:00419_SUB_SUB;280;0;0;0;0;0;0;0;0;0;1;7;1;2;0;0;1;2;13;6;0;1;0;6;0;8;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;9;4;1;1;0;0;0;0;0;0;0;0;0;0;0;8;155;4;0;0;0;0;0;0;1;1;11;0;0;0;0;27;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0
M68YD:01282:05610_SUB_SUB;462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;201;0;0;0;0;163;0
M68YD:02884:07095_SUB_SUB;813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;0;172;0;0;0;0;305;0
M68YD:00704:06287_SUB_SUB;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M68YD:04378:07030_SUB_SUB;717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;0;73;0;0;0;0;346;0
M68YD:04122:06796_SUB_SUB;714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367;0;50;0;0;0;0;297;0
M68YD:00986:06298_SUB_SUB;4187;8;14;0;0;0;2;4;8;41;15;30;5;6;52;73;2;81;202;38;2;166;0;111;34;123;169;86;11;0;22;2;0;267;42;98;15;4;8;9;2;32;83;334;6;12;0;40;97;3;329;40;3;15;6;1;8;16;156;279;27;5;2;11;0;11;72;61;30;143;0;6;2;47;5;10;8;29;33;55;54;13;70;0;72;14;144;50;1
M68YD:03954:03975_SUB_SUB;232;0;0;0;0;0;0;0;0;2;1;2;0;0;2;10;0;5;11;2;0;4;0;10;1;6;6;7;2;0;0;0;1;10;3;4;0;2;0;2;0;2;4;21;0;1;0;3;3;0;25;1;0;1;0;0;0;4;8;8;1;0;0;0;0;0;8;7;0;8;0;0;1;6;1;0;0;4;5;2;1;1;2;0;5;1;5;0;0
M68YD:03604:05286_SUB_SUB;206;0;1;0;0;0;0;0;4;0;0;3;0;0;0;0;1;0;0;0;0;0;0;21;3;0;24;28;1;0;0;0;0;0;6;41;0;0;1;0;0;0;0;0;0;5;0;4;2;0;0;5;0;2;0;0;0;0;0;10;0;7;0;3;0;1;3;0;0;19;0;0;0;0;0;2;0;0;1;0;0;0;7;0;0;1;0;0;0
M68YD:00447:06899_SUB_SUB;197;0;0;0;0;0;0;0;4;0;2;13;0;0;0;0;0;0;0;0;0;2;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;19;0;0;0;0;0;0;2;0;0;0;0;0;0;27;100;0;3;0;0;0;0;0;0;1;8;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
