OTU id;count;E00944148;E00944149;E00944151;E00944152;E00944153;E00944154;E00944155;E00944156;E00944157;E00944160;E00944167;E00963469;E00963471;E00963474;E00963476;E00963478;E00963482;E00963484;E00963485;E00963490;E00963491;E00963492;E00963493;E00963496;E00963497;E00963498;E00963499;E00963500;E00963501;E00963502;E00963505;E00963506;E00963508;E00963509;E00963510;E00963511;E00963512;E00963740;E00963743;E00963746;E00963750;E00963751;E00963753;E00963757;E00963761;E00963764;E00963842;E00963843;E00963845;E00963846;E00963848;E00963850;E00963852;E00963853;E00963855;E00963856;E00963857;E00963859;E00963864;E00982230;E00982232;E00982233;E00982239;E00982241;E00982252;E00982256;E00982258;E00982259;E00982260;E00982262;E00982264;E00982266;E00982271;E00982273;E00982477;E00982478;E00982480;E00982481;E00982487;E00982488;E00982489;E00982490;E00982493;E00982494;E00982496;E00982497;E00982499;E00982501
M68YD:03993:06478_SUB_SUB;181;0;0;0;0;0;0;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M68YD:02282:06792_SUB_SUB;102;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;2;7;9;0;0;0;4;1;2;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
M68YD:00430:04024_SUB_SUB;161;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;6;0;0;2;0;1;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;105;0;0;0;0;0;0;0;1;0;8;0;0;0;0;11;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0
M68YD:05254:06250_SUB_SUB;1558;3;0;0;0;0;1;0;7;10;6;19;11;1;0;21;7;5;47;0;0;23;0;11;9;62;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;2;21;141;2;13;0;0;0;0;0;0;0;0;0;0;0;51;826;1;9;0;0;0;0;0;63;1;20;6;0;0;0;120;2;0;0;0;0;1;0;0;0;0;0;0;30;0;1
M68YD:04734:05861_SUB_SUB;121;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;1;7;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;76;0;0;0;0;0;0;0;3;0;2;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M68YD:04150:06820_SUB_SUB;754;0;2;0;0;0;0;0;0;7;0;15;12;0;0;54;0;24;129;291;0;4;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;42;0;0;0;0;0;0;34;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;31;0;1
M68YD:00938:05092_SUB_SUB;1340;1;3;0;0;1;3;0;11;16;3;42;14;5;0;4;9;17;126;0;1;25;0;35;51;104;0;0;0;0;0;0;0;0;0;0;0;0;2;20;0;0;24;542;1;17;0;0;0;0;0;0;0;0;0;0;0;84;0;0;8;0;0;0;1;0;29;58;40;0;2;1;0;0;1;0;0;0;0;14;0;0;0;0;0;0;23;0;2
M68YD:04727:04059_SUB_SUB;4021;0;3;0;1;0;1;0;8;5;5;29;9;0;0;1;13;32;17;148;0;21;0;7;0;113;0;0;1;0;0;0;0;0;0;20;0;0;4;0;0;24;21;0;6;2;0;0;0;0;0;0;0;0;0;0;0;69;2324;498;16;0;0;0;2;0;45;0;35;0;0;0;0;487;2;0;0;0;0;17;0;0;0;0;0;0;35;0;0
M68YD:01648:04843_SUB_SUB;338;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;5;0;8;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;248;25;1;0;0;0;0;0;2;1;1;0;0;0;0;27;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0
M68YD:02661:05658_SUB_SUB;180;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;5;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;112;22;2;0;0;0;1;0;3;0;5;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M68YD:00508:02492_SUB_SUB;189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;1;0;0;0;0;0;6;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M68YD:03513:07345_SUB_SUB;174;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;6;1;16;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;71;53;1;0;0;0;0;0;1;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0
M68YD:03991:06442_SUB_SUB;806315;1917;5813;554;442;555;644;394;3347;14402;12163;16815;2419;1870;140;13130;1661;10262;40742;20790;150;38565;1;23939;4956;26448;127;11781;13305;20;1928;1;42;50676;2;14834;6;326;3689;3523;132;17655;21331;57041;1144;10438;17;2686;8392;310;60077;0;4;10;0;0;89;23011;16356;60036;6849;0;61;12;537;0;22260;28162;28270;20767;2700;5944;909;21566;2885;126;1;1;850;10336;1;97;0;632;231;4;30948;0;1058
M68YD:03989:06795_SUB_SUB;80285;143;483;43;17;44;42;20;466;1277;1185;1573;240;154;3;1006;169;1038;4133;1134;10;4805;0;3487;357;2819;7;595;1221;3;122;0;4;3606;0;723;0;20;385;251;4;1588;2564;5965;103;1041;1;164;688;28;5813;0;0;0;0;0;3;2835;1629;5427;660;0;1;0;65;0;2996;3696;3140;1230;218;562;111;2402;407;6;0;0;67;1283;0;5;0;76;19;0;3801;0;102
M68YD:04055:06992_SUB_SUB;18944;32;108;15;3;11;12;3;153;282;358;454;73;23;0;163;38;144;914;130;1;1038;0;924;77;844;0;54;300;1;14;0;0;541;0;81;0;3;85;48;0;418;774;1424;17;340;0;21;96;2;1146;0;0;0;0;0;0;824;321;1290;156;0;3;0;9;0;707;947;909;188;44;134;14;668;84;0;0;0;6;355;0;0;0;10;0;0;1084;0;26
M68YD:00955:06289_SUB_SUB;4194;14;29;2;0;6;2;1;14;60;70;85;11;3;0;55;13;40;169;59;0;237;0;174;22;145;0;46;76;0;10;0;0;165;0;58;0;1;20;15;0;90;120;306;8;71;0;11;44;1;353;0;0;0;0;0;0;169;120;308;29;0;0;0;4;0;119;167;153;66;13;34;8;127;15;0;0;0;2;51;1;0;0;2;1;0;189;0;10
M68YD:00056:02263_SUB_SUB;3464;9;19;0;0;3;3;1;25;52;70;92;19;2;0;35;4;27;149;13;0;141;0;185;8;158;0;6;51;0;1;0;0;104;0;6;0;0;14;6;0;76;149;266;1;53;0;2;10;0;231;0;0;0;0;0;0;167;39;234;22;0;0;0;2;0;125;217;169;27;9;19;0;105;13;0;0;0;0;68;0;0;0;3;0;0;250;0;4
M68YD:00644:05119_SUB_SUB;311;1;1;0;0;0;0;0;2;4;6;8;0;1;0;4;0;2;15;6;0;21;0;10;1;9;0;4;4;0;3;0;0;16;0;2;1;0;2;1;1;4;7;28;1;6;0;0;4;0;24;0;0;0;0;0;0;7;6;23;1;0;0;0;0;0;9;12;16;7;0;6;0;8;1;0;0;0;0;2;0;0;0;0;0;0;13;0;1
M68YD:00528:03587_SUB_SUB;894;4;3;2;0;0;0;0;6;8;16;21;5;2;0;12;3;7;42;8;1;55;0;54;5;31;0;5;15;0;0;0;0;37;0;3;0;0;7;1;0;10;43;58;1;16;0;1;4;0;51;0;0;0;0;0;0;37;28;51;8;0;0;0;0;0;40;50;41;5;2;5;2;32;3;0;0;0;0;11;0;0;0;1;1;0;40;0;0
M68YD:02930:03423_SUB_SUB;295;2;6;0;0;0;0;0;1;4;6;9;2;1;0;5;0;0;14;0;0;7;0;14;2;13;0;1;4;0;0;0;0;5;0;0;0;0;1;3;0;13;10;25;0;3;0;0;1;0;18;0;0;0;0;0;0;8;3;26;1;0;0;0;0;0;6;29;18;4;0;2;0;7;0;0;0;0;0;4;0;0;0;1;0;0;15;0;1
M68YD:00753:05506_SUB_SUB;302;0;3;0;0;1;1;0;0;9;3;6;1;0;0;3;0;1;15;4;0;25;0;22;0;21;0;0;3;0;1;0;0;6;0;1;0;0;0;0;0;7;8;18;0;6;0;0;1;0;21;0;0;0;0;0;0;14;3;15;1;0;0;0;0;0;15;10;20;1;0;1;0;9;1;0;0;0;1;6;0;0;0;0;0;0;18;0;0
M68YD:04032:06409_SUB_SUB;14305;21;73;8;9;4;8;2;59;220;162;212;36;30;0;205;22;254;720;345;3;770;0;430;85;501;2;154;165;1;34;0;2;702;0;154;0;5;83;48;2;227;436;1251;29;152;0;53;109;3;1008;0;0;0;0;0;1;472;560;1006;163;0;0;0;14;0;775;547;363;319;63;108;17;412;82;4;0;0;9;171;0;2;0;11;8;0;385;0;14
M68YD:04032:06469_SUB_SUB;159254;190;652;50;110;119;43;29;635;2719;1989;1700;401;250;18;1380;185;3841;10175;3122;31;7228;0;4829;783;6533;29;1749;1621;10;546;0;5;4736;0;1051;1;112;1161;547;26;1907;5814;15814;365;1460;2;564;750;63;11277;0;1;3;0;0;23;5498;6572;9906;1943;1;5;6;124;0;9360;6401;3457;5019;581;1324;223;5523;1019;28;0;1;178;1613;0;28;0;143;124;1;3285;0;242
M68YD:04058:06748_SUB_SUB;2430;1;13;0;2;2;1;0;8;35;33;36;8;5;3;36;6;42;115;47;0;134;0;84;14;88;0;19;31;0;5;0;1;173;0;32;0;0;7;12;1;50;65;192;4;25;0;12;27;0;177;0;0;0;0;0;0;70;41;209;24;0;0;1;2;0;79;87;66;49;4;14;2;91;14;1;0;0;4;37;0;0;0;2;0;0;84;0;3
M68YD:04162:06984_SUB_SUB;4841;5;24;3;3;2;1;3;22;85;64;57;19;9;2;52;9;101;310;123;1;267;0;135;28;217;3;82;70;2;18;0;0;200;0;63;0;1;38;17;0;73;131;357;11;69;0;16;20;8;319;0;0;0;0;0;0;194;166;265;57;0;0;0;2;0;270;144;137;142;20;48;8;144;24;3;0;0;4;47;0;1;0;5;2;0;114;0;4
M68YD:00529:01969_SUB_SUB;2376;3;7;2;0;0;0;1;9;40;20;29;5;8;0;18;2;62;144;57;2;116;0;69;10;120;2;29;31;0;7;0;1;102;0;13;0;2;10;7;0;35;91;174;3;26;1;7;17;0;195;0;0;0;0;0;0;101;94;140;36;0;0;0;2;0;103;86;69;71;11;29;4;59;12;1;0;0;3;21;0;0;0;3;3;0;46;0;5
M68YD:04072:06809_SUB_SUB;3101;11;3;0;1;0;4;0;0;18;10;29;4;0;0;41;0;63;1;0;0;90;0;126;10;38;0;88;24;0;0;0;0;256;0;34;0;0;14;8;0;47;50;313;1;7;0;0;83;0;350;0;0;0;0;0;0;166;589;419;16;0;0;0;0;0;24;64;13;15;0;4;0;49;2;0;0;0;0;10;0;5;0;1;0;0;0;0;0
M68YD:04112:06604_SUB_SUB;11347;7;36;3;4;6;0;2;51;170;124;95;26;9;0;75;16;247;659;142;2;727;0;478;32;424;1;74;78;0;18;0;0;248;0;32;0;2;85;30;1;103;489;1066;26;86;0;28;55;1;820;0;0;0;0;0;0;388;611;621;114;0;0;0;12;0;969;541;222;197;39;77;21;398;95;1;0;0;9;118;0;1;0;6;8;0;309;0;12
M68YD:04506:06588_SUB_SUB;1086;3;8;1;0;1;0;0;7;19;17;25;5;3;0;21;0;14;70;27;0;43;0;25;5;35;0;15;13;0;3;0;0;53;0;15;1;2;3;3;0;19;35;95;2;8;0;4;15;1;80;0;0;0;0;0;0;30;27;72;9;0;1;0;1;0;30;40;27;38;1;9;2;39;4;0;0;0;2;18;0;0;0;0;0;0;40;0;0
M68YD:04628:06475_SUB_SUB;1043;0;5;0;0;1;0;1;1;11;14;16;1;1;0;10;1;8;61;16;0;86;0;47;3;29;0;6;12;0;1;0;0;50;0;12;0;1;5;2;0;22;24;79;3;7;0;2;5;1;104;0;0;0;0;0;0;35;16;71;13;0;0;0;0;0;51;43;50;17;3;9;0;27;5;1;0;0;1;14;0;1;0;1;0;0;37;0;0
M68YD:00998:06236_SUB_SUB;466;1;2;1;0;0;0;0;2;4;7;11;2;0;0;5;0;7;13;4;0;23;0;19;5;14;0;4;8;0;0;0;0;25;0;3;0;0;3;2;0;9;19;39;0;5;0;0;6;0;32;0;0;0;0;0;1;25;10;30;8;0;0;0;0;0;18;18;20;12;2;1;0;18;5;0;0;0;0;6;0;0;0;0;0;0;17;0;0
M68YD:01227:06271_SUB_SUB;2096;8;3;1;0;2;1;0;7;24;22;25;6;3;0;22;5;37;100;28;0;163;0;68;10;77;0;12;22;1;5;0;0;59;0;10;0;2;9;6;1;19;60;198;6;24;0;4;13;0;146;0;0;0;0;0;0;71;103;132;22;0;0;0;0;0;159;83;64;28;6;20;4;77;8;0;0;0;2;33;0;1;0;2;3;0;66;0;3
M68YD:01319:06264_SUB_SUB;620;1;5;1;0;1;0;0;5;7;21;7;5;2;0;16;1;6;27;18;0;16;0;15;2;19;0;15;14;0;1;0;0;36;0;18;0;0;3;2;0;15;17;45;0;10;0;1;6;0;47;0;1;0;0;0;0;13;22;33;5;0;0;0;0;0;20;15;19;24;3;6;0;17;2;0;0;0;0;9;0;0;0;0;0;0;26;0;0
M68YD:00279:01066_SUB_SUB;413;0;0;1;1;0;0;0;1;2;8;2;0;0;0;7;1;5;27;3;0;24;0;12;2;11;0;2;4;0;2;0;0;9;0;0;0;0;3;1;0;3;13;29;1;1;0;1;3;0;33;0;0;0;0;0;0;17;32;26;6;0;0;0;0;0;33;24;12;5;0;5;1;14;4;0;0;0;2;4;0;0;0;0;0;0;16;0;0
M68YD:03354:01288_SUB_SUB;876;2;6;1;0;1;0;0;4;20;14;10;0;3;0;12;5;18;49;15;2;57;0;22;4;36;0;9;10;0;1;0;0;28;0;5;0;1;5;4;1;21;19;64;2;11;0;0;9;0;57;0;0;0;0;0;1;40;19;51;4;0;0;0;0;0;35;38;39;18;1;9;1;26;3;0;0;0;0;15;0;0;0;0;0;0;48;0;0
M68YD:03530:01749_SUB_SUB;160;0;1;0;0;0;0;0;0;2;1;0;0;0;0;3;0;2;3;0;0;10;0;4;0;6;0;1;1;0;0;0;0;6;0;2;0;0;1;1;0;4;7;14;0;1;0;0;2;0;12;0;0;0;0;0;0;8;10;13;0;0;0;0;0;0;9;7;2;4;0;1;0;7;2;0;0;0;0;2;0;0;0;1;0;0;9;0;1
M68YD:05163:01632_SUB_SUB;510;4;1;1;0;0;0;0;2;8;6;5;3;4;0;4;3;5;28;4;0;34;0;19;4;17;0;9;8;0;0;0;0;8;0;3;0;0;1;3;0;8;23;41;3;5;0;0;2;0;26;0;0;0;0;0;0;20;25;15;11;0;0;0;0;0;42;12;23;12;0;5;0;19;6;1;0;0;0;9;0;0;0;0;0;0;17;0;1
M68YD:01067:03351_SUB_SUB;327;0;1;0;0;0;0;0;1;3;3;5;0;1;0;3;1;6;15;4;0;21;0;12;1;10;0;2;6;0;1;0;0;15;0;2;0;0;3;1;0;1;12;28;1;1;0;1;1;0;45;0;0;0;0;0;0;10;23;23;1;0;0;0;0;0;15;9;8;9;0;3;1;4;4;0;0;0;0;3;0;0;0;0;1;0;5;0;1
M68YD:01572:04764_SUB_SUB;418;1;2;0;1;0;0;0;0;1;0;11;0;0;0;1;2;0;11;0;0;24;0;19;7;4;0;3;15;0;0;0;0;55;0;0;0;0;2;0;0;0;14;18;0;1;1;0;0;0;5;0;0;0;0;0;0;40;52;43;0;0;0;0;0;0;14;15;9;1;0;0;0;16;2;0;0;0;0;3;0;0;0;0;0;0;25;0;0
M68YD:04127:07023_SUB_SUB;200;1;0;0;0;0;0;0;1;4;2;5;0;0;0;5;0;3;13;6;0;5;0;3;0;7;1;2;4;0;1;0;0;7;0;5;0;0;2;1;0;5;7;19;0;2;0;0;1;0;17;0;0;0;0;0;0;7;7;14;3;0;0;0;0;0;8;8;2;0;0;2;0;5;2;0;0;0;2;5;0;0;0;0;0;0;6;0;0
M68YD:00275:02146_SUB_SUB;257;0;2;0;0;0;1;0;2;10;4;3;1;0;0;4;0;5;14;1;0;13;0;11;0;18;0;2;4;0;0;0;0;4;0;0;0;0;1;0;0;7;8;24;0;5;0;0;1;0;15;0;0;0;0;0;0;14;5;14;2;0;0;0;0;0;5;9;12;2;0;1;0;8;0;0;0;0;0;2;0;0;0;0;0;0;23;0;0
M68YD:00405:02464_SUB_SUB;3826;2;14;0;0;2;0;0;31;61;59;45;10;1;0;19;7;60;204;14;0;274;0;188;11;204;0;8;33;0;3;0;0;39;0;2;0;1;30;13;0;45;210;378;10;50;0;3;10;0;225;0;0;0;0;0;0;215;117;188;36;0;1;0;0;0;254;197;111;52;6;21;4;144;30;1;0;0;0;46;0;0;0;4;0;0;126;0;7
M68YD:00494:00898_SUB_SUB;229;1;1;0;0;0;0;0;1;2;6;2;0;1;0;4;0;3;9;1;0;13;0;13;2;8;0;2;3;0;0;0;0;13;0;3;0;0;1;0;0;3;5;21;0;1;0;1;0;0;15;0;0;0;0;0;0;8;5;17;3;0;0;0;0;0;13;8;13;4;0;0;1;9;1;0;0;0;0;4;0;0;0;0;0;0;7;0;1
M68YD:00073:03336_SUB_SUB;707;2;3;0;0;0;2;0;1;9;11;12;4;0;0;5;0;8;38;6;0;48;0;32;3;41;0;0;4;0;0;0;0;12;0;0;0;0;2;1;0;8;28;66;0;15;0;1;2;0;30;0;0;0;0;0;0;30;18;47;9;0;0;0;2;0;48;43;37;3;1;2;0;26;0;0;0;0;0;11;0;0;0;2;0;0;32;0;2
M68YD:04724:03959_SUB_SUB;162;1;1;0;1;1;0;0;2;1;4;3;0;0;0;0;0;2;10;2;0;13;0;5;0;5;0;0;2;0;0;0;0;5;0;0;0;0;1;0;0;1;12;10;2;2;0;1;0;0;14;0;0;0;0;0;0;9;9;10;0;0;0;0;0;0;6;10;3;1;1;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;7;0;0
M68YD:04725:05631_SUB_SUB;128;0;0;0;0;0;0;0;1;6;1;2;0;0;0;1;0;4;5;1;0;11;0;9;0;12;0;0;3;0;0;0;0;7;0;0;0;0;0;1;0;3;7;6;0;1;0;0;0;0;5;0;0;0;0;0;0;3;2;7;0;0;0;0;1;0;8;7;3;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;5;0;1
M68YD:00261:02012_SUB_SUB;673;0;3;1;1;0;0;0;3;8;19;9;1;1;0;4;0;11;33;1;0;38;0;27;1;47;0;1;5;0;1;0;0;11;0;0;0;0;1;1;0;4;50;64;0;9;0;1;2;0;42;0;0;0;0;0;0;43;13;26;3;0;0;0;0;0;47;53;16;4;0;7;1;17;3;0;0;0;0;11;0;0;0;0;0;0;28;0;1
M68YD:04718:05912_SUB_SUB;153;1;1;0;0;0;0;0;2;1;0;6;1;0;0;0;0;0;5;0;0;13;0;3;3;12;0;0;3;0;0;0;0;4;0;0;0;0;2;0;0;2;6;9;2;5;0;0;2;0;7;0;0;0;0;0;0;2;1;11;1;0;0;0;0;0;12;7;8;1;0;1;1;6;2;0;0;0;0;1;0;0;0;1;0;0;8;0;0
M68YD:00314:06605_SUB_SUB;109;0;2;0;0;0;0;0;1;0;0;3;0;0;0;1;0;2;12;0;0;3;0;2;0;3;0;1;1;0;1;0;0;8;0;0;0;0;2;0;0;1;2;8;0;1;0;2;2;0;12;0;0;0;0;0;0;1;6;10;0;0;0;0;0;0;5;3;2;2;0;0;0;2;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0
M68YD:04000:06404_SUB_SUB;5432;8;24;2;3;2;0;4;20;76;55;46;17;11;0;30;7;130;406;100;0;318;0;145;31;198;1;78;58;0;15;0;0;180;0;39;0;3;53;22;0;68;151;560;12;53;0;21;24;3;333;0;0;0;0;0;0;155;255;244;84;0;0;0;5;0;383;128;118;191;28;60;8;208;32;0;0;0;9;64;0;1;0;9;3;0;129;0;11
M68YD:04246:06614_SUB_SUB;354;0;4;1;0;0;1;0;1;4;10;5;0;0;0;6;0;4;21;6;0;16;0;17;2;12;0;8;6;0;0;0;0;18;0;5;0;0;5;2;0;6;6;28;1;8;0;4;2;1;29;0;0;0;0;0;0;13;3;26;3;0;0;0;0;0;7;10;11;11;0;1;0;14;0;0;0;0;0;4;0;0;0;0;0;0;12;0;0
M68YD:04238:07024_SUB_SUB;919;2;1;0;0;0;0;1;3;14;9;4;0;0;0;5;1;26;45;16;0;64;0;18;3;40;0;5;3;0;0;0;0;21;0;3;0;1;1;1;0;14;32;102;1;11;0;6;3;0;61;0;0;0;0;0;0;51;70;47;14;0;0;0;0;0;88;22;16;16;3;6;1;32;11;0;0;0;3;3;0;0;0;1;3;0;15;0;0
M68YD:04299:06473_SUB_SUB;1982;1;11;1;1;1;1;1;7;50;34;39;14;6;1;30;3;40;97;45;0;98;0;46;11;52;0;26;28;0;8;0;0;96;0;24;0;1;9;13;0;33;57;166;5;21;0;4;20;0;127;0;0;0;0;0;1;60;53;150;24;0;0;0;1;0;69;79;45;53;6;17;0;60;13;0;0;0;1;28;0;0;0;4;3;0;82;0;5
M68YD:04359:06492_SUB_SUB;8807;8;15;5;4;4;1;0;22;84;46;46;17;2;0;37;4;426;822;87;11;828;0;144;35;310;1;53;40;0;21;0;0;136;0;27;0;6;130;20;0;41;244;998;27;54;0;44;20;3;302;0;0;0;0;0;5;220;669;275;135;0;0;0;3;0;1098;198;114;192;24;60;12;431;50;2;0;0;20;49;0;3;0;11;14;0;87;0;10
M68YD:04455:06838_SUB_SUB;15625;9;28;3;6;9;2;2;30;193;131;74;21;6;1;58;4;855;1738;174;4;1124;0;296;108;586;0;135;120;0;58;0;2;274;0;30;0;19;213;34;3;57;670;1870;51;72;0;91;36;8;555;0;0;0;0;0;1;624;945;489;275;0;1;0;16;0;1247;337;226;385;62;107;19;731;123;1;0;0;25;56;0;0;0;14;19;0;135;0;27
M68YD:04548:06640_SUB_SUB;2603;5;15;1;1;5;0;1;10;41;17;27;3;5;1;21;4;79;192;39;1;92;0;73;7;128;1;37;36;0;20;0;0;48;0;21;0;3;21;10;1;33;127;292;11;35;0;16;11;1;131;0;0;0;0;0;0;95;100;123;27;0;0;0;1;0;114;97;44;107;10;14;1;135;16;1;0;0;7;21;0;1;0;2;1;0;58;0;5
M68YD:04624:06592_SUB_SUB;365;0;0;0;0;0;0;1;0;6;6;7;2;2;0;2;0;7;19;11;0;18;0;13;2;9;0;8;3;0;0;0;0;16;0;3;0;0;1;1;2;2;10;32;0;3;0;1;2;0;33;0;0;0;0;0;0;10;13;31;9;0;0;0;0;0;18;17;11;7;0;4;1;12;1;0;0;0;0;2;0;0;0;0;0;0;7;0;0
M68YD:00881:06035_SUB_SUB;531;0;3;0;0;0;0;0;1;6;5;8;0;0;0;8;1;8;14;17;0;38;0;28;1;16;0;11;2;0;1;0;0;20;0;6;0;0;3;2;0;8;12;30;0;5;0;1;4;0;52;0;0;0;0;0;0;19;13;51;10;0;0;0;0;0;25;21;20;14;0;12;1;9;5;2;0;0;2;5;0;0;0;0;0;0;10;0;1
M68YD:00042:01930_SUB_SUB;1840;2;1;0;0;1;0;0;7;16;8;9;4;1;0;10;1;87;187;33;5;223;0;37;12;51;0;16;12;0;10;0;0;24;0;3;0;3;21;3;1;14;46;138;1;5;0;12;2;2;71;0;0;0;0;0;0;69;92;49;33;0;0;0;2;0;213;27;25;60;11;17;2;106;14;0;0;0;1;10;0;0;0;2;2;0;24;0;2
M68YD:00187:02012_SUB_SUB;186;2;2;0;1;1;0;0;0;3;4;5;1;2;0;3;0;4;10;3;0;26;0;6;1;19;0;1;1;0;1;0;0;1;0;2;0;0;1;1;0;2;5;13;0;1;0;0;0;0;9;0;0;0;0;0;0;11;1;9;0;0;0;0;0;0;1;5;16;1;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0
M68YD:00249:02400_SUB_SUB;273;0;4;0;0;0;0;0;3;3;2;7;1;0;0;4;0;3;12;4;0;16;0;11;1;11;0;1;4;0;2;0;0;12;0;6;0;0;0;0;0;3;11;33;1;1;0;1;1;0;18;0;0;0;0;0;0;17;2;19;1;0;0;0;0;0;4;14;18;6;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1
M68YD:00271:02235_SUB_SUB;1402;2;6;1;0;2;1;1;4;23;12;17;1;2;0;23;3;21;57;35;1;70;0;53;4;43;1;14;10;0;3;0;0;98;0;19;0;0;14;5;1;28;41;118;2;13;0;5;12;0;101;0;0;0;0;0;0;45;34;112;14;0;0;0;0;0;49;67;59;21;7;8;0;47;5;0;0;0;1;19;0;0;0;1;0;0;45;0;1
M68YD:00312:02366_SUB_SUB;581;1;5;0;0;0;0;0;3;7;5;8;0;2;1;2;1;16;28;9;1;33;0;21;2;11;0;4;6;0;2;0;0;31;0;10;0;0;3;2;0;9;27;51;4;4;0;2;6;0;53;0;0;0;0;0;0;14;17;47;6;0;0;0;0;0;22;27;24;9;1;4;0;14;3;0;0;0;0;8;0;0;0;0;0;0;15;0;0
M68YD:00442:02274_SUB_SUB;129;0;0;0;0;1;0;0;0;4;0;2;1;0;0;2;0;3;4;2;0;10;0;1;0;11;0;1;1;0;0;0;0;12;0;0;0;0;0;0;0;2;2;11;0;3;0;1;0;0;7;0;0;0;0;0;0;6;1;11;0;0;0;0;0;0;3;7;10;1;1;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0
M68YD:00565:02050_SUB_SUB;467;2;3;0;1;0;0;0;1;3;6;3;0;0;0;2;0;11;44;2;0;34;0;12;3;11;0;1;8;1;4;0;0;15;0;5;0;1;5;1;0;5;17;39;1;4;0;5;1;0;30;0;0;0;0;0;0;17;28;19;4;0;0;0;0;0;34;14;15;14;0;5;0;17;3;0;0;0;0;6;0;0;0;0;1;0;8;0;1
M68YD:00622:02535_SUB_SUB;290;0;0;0;0;0;0;0;0;5;1;1;1;0;0;1;2;11;24;4;1;17;0;5;1;19;0;6;4;0;0;0;0;9;0;3;0;0;0;1;0;3;8;26;2;3;0;1;1;0;12;0;0;0;0;0;0;11;15;10;7;0;0;0;0;0;21;5;7;9;1;3;2;15;1;0;0;0;0;2;0;0;0;0;1;0;8;0;0
M68YD:00228:05118_SUB_SUB;128;0;0;0;0;1;0;0;0;3;1;0;0;0;0;0;0;5;6;2;1;8;0;3;0;7;0;0;1;0;1;0;0;4;0;0;0;0;1;0;0;3;1;10;1;2;0;0;1;0;9;0;0;0;0;0;0;6;12;5;2;0;0;0;0;0;12;5;2;4;0;1;0;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
M68YD:00275:04908_SUB_SUB;1493;0;1;0;2;0;0;0;1;8;0;4;3;0;0;2;0;79;154;10;1;144;0;14;5;64;0;5;9;0;2;0;1;12;0;5;0;2;28;2;0;5;52;177;2;12;0;16;1;0;40;0;0;0;0;0;0;41;160;27;23;0;0;0;2;0;199;22;14;27;4;3;2;78;5;0;0;0;4;6;0;0;0;1;3;0;4;0;5
