id;count;sample:E00944163-S0001plqA-A0000Rep1_IonCode_0229;sample:E00944164-S0001plqA-A0000Rep1_IonCode_0230;sample:E00944165-S0001plqA-A0000Rep1_IonCode_0231;sample:E00944166-S0001plqA-A0000Rep1_IonCode_0232;sample:E00944168-S0001plqA-A0000Rep1_IonCode_0233;sample:E00944194-S0001plqA-A0000Rep1_IonCode_0234;sample:E00944195-S0001plqA-A0000Rep1_IonCode_0235;sample:E00944196-S0001plqA-A0000Rep1_IonCode_0236;sample:E00944200-S0001plqA-A0000Rep1_IonCode_0237;sample:E00944201-S0001plqA-A0000Rep1_IonCode_0238;sample:E00944202-S0001plqA-A0000Rep1_IonCode_0239;sample:E00944203-S0001plqA-A0000Rep1_IonCode_0240;sample:E00944205-S0001plqA-A0000Rep1_IonCode_0242;sample:E00944206-S0001plqA-A0000Rep1_IonCode_0243;sample:E00944208-S0001plqA-A0000Rep1_IonCode_0244;sample:E00944209-S0001plqA-A0000Rep1_IonCode_0245;sample:E00944210-S0001plqA-A0000Rep1_IonCode_0246;sample:E00944211-S0001plqA-A0000Rep1_IonCode_0247;sample:E00944213-S0001plqA-A0000Rep1_IonCode_0248;sample:E00944215-S0001plqA-A0000Rep1_IonCode_0249;sample:E00944217-S0001plqA-A0000Rep1_IonCode_0250;sample:E00944218-S0001plqA-A0000Rep1_IonCode_0251;sample:E00944563-S0001plqA-A0000Rep1_IonCode_0266;sample:E00944564-S0001plqA-A0000Rep1_IonCode_0267;sample:E00963479-S0001plqA-A0000Rep1_IonCode_0202;sample:E00963480-S0001plqA-A0000Rep1_IonCode_0203;sample:E00963481-S0001plqA-A0000Rep1_IonCode_0204;sample:E00963487-S0001plqA-A0000Rep1_IonCode_0205;sample:E00963489-S0001plqA-A0000Rep1_IonCode_0206;sample:E00963503-S0001plqA-A0000Rep1_IonCode_0207;sample:E00963504-S0001plqA-A0000Rep1_IonCode_0208;sample:E00963513-S0001plqA-A0000Rep1_IonCode_0209;sample:E00963514-S0001plqA-A0000Rep1_IonCode_0210;sample:E00963678-S0001plqA-A0000Rep1_IonCode_0211;sample:E00963680-S0001plqA-A0000Rep1_IonCode_0212;sample:E00963683-S0001plqA-A0000Rep1_IonCode_0213;sample:E00963715-S0001plqA-A0000Rep1_IonCode_0268;sample:E00963717-S0001plqA-A0000Rep1_IonCode_0269;sample:E00963721-S0001plqA-A0000Rep1_IonCode_0270;sample:E00963722-S0001plqA-A0000Rep1_IonCode_0271;sample:E00963725-S0001plqA-A0000Rep1_IonCode_0272;sample:E00963726-S0001plqA-A0000Rep1_IonCode_0273;sample:E00963727-S0001plqA-A0000Rep1_IonCode_0274;sample:E00963728-S0001plqA-A0000Rep1_IonCode_0275;sample:E00963729-S0001plqA-A0000Rep1_IonCode_0276;sample:E00963731-S0001plqA-A0000Rep1_IonCode_0277;sample:E00963732-S0001plqA-A0000Rep1_IonCode_0278;sample:E00963734-S0001plqA-A0000Rep1_IonCode_0280;sample:E00963736-S0001plqA-A0000Rep1_IonCode_0282;sample:E00963738-S0001plqA-A0000Rep1_IonCode_0283;sample:E00963739-S0001plqA-A0000Rep1_IonCode_0284;sample:E00963744-S0001plqA-A0000Rep1_IonCode_0252;sample:E00963749-S0001plqA-A0000Rep1_IonCode_0253;sample:E00963754-S0001plqA-A0000Rep1_IonCode_0254;sample:E00963758-S0001plqA-A0000Rep1_IonCode_0255;sample:E00963760-S0001plqA-A0000Rep1_IonCode_0256;sample:E00963814-S0001plqA-A0000Rep1_IonCode_0257;sample:E00963840-S0001plqA-A0000Rep1_IonCode_0285;sample:E00963841-S0001plqA-A0000Rep1_IonCode_0286;sample:E00963849-S0001plqA-A0000Rep1_IonCode_0287;sample:E00963851-S0001plqA-A0000Rep1_IonCode_0288;sample:E00963854-S0001plqA-A0000Rep1_IonCode_0289;sample:E00963858-S0001plqA-A0000Rep1_IonCode_0290;sample:E00963860-S0001plqA-A0000Rep1_IonCode_0291;sample:E00963861-S0001plqA-A0000Rep1_IonCode_0292;sample:E00963862-S0001plqA-A0000Rep1_IonCode_0293;sample:E00963863-S0001plqA-A0000Rep1_IonCode_0294;sample:E00963872-S0001plqA-A0000Rep1_IonCode_0215;sample:E00963876-S0001plqA-A0000Rep1_IonCode_0216;sample:E00963878-S0001plqA-A0000Rep1_IonCode_0217;sample:E00963882-S0001plqA-A0000Rep1_IonCode_0218;sample:E00963887-S0001plqA-A0000Rep1_IonCode_0219;sample:E00963888-S0001plqA-A0000Rep1_IonCode_0220;sample:E00982243-S0001plqA-A0000Rep1_IonCode_0258;sample:E00982245-S0001plqA-A0000Rep1_IonCode_0259;sample:E00982261-S0001plqA-A0000Rep1_IonCode_0260;sample:E00982267-S0001plqA-A0000Rep1_IonCode_0261;sample:E00982269-S0001plqA-A0000Rep1_IonCode_0262;sample:E00982272-S0001plqA-A0000Rep1_IonCode_0263;sample:E00982274-S0001plqA-A0000Rep1_IonCode_0264;sample:E00982275-S0001plqA-A0000Rep1_IonCode_0265;sample:E00982461-S0001plqA-A0000Rep1_IonCode_0221;sample:E00982463-S0001plqA-A0000Rep1_IonCode_0222;sample:E00982464-S0001plqA-A0000Rep1_IonCode_0223;sample:E00982467-S0001plqA-A0000Rep1_IonCode_0224;sample:E00982468-S0001plqA-A0000Rep1_IonCode_0225;sample:E00982469-S0001plqA-A0000Rep1_IonCode_0226;sample:E00982473-S0001plqA-A0000Rep1_IonCode_0227;sample:E00982474-S0001plqA-A0000Rep1_IonCode_0228;sample:E00982498-S0001plqA-A0000Rep1_IonCode_0295
P8S2G:03819:01670_SUB_SUB;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;104;0;0;1;1;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;1;0;0;0;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03941:01619_SUB_SUB;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;32;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;14;1;0;0;0;0;0;10;0;0;5;0;0;7;0;0;0;7;0;0;0;0;0;0;0;0;30;0;14;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04706:01775_SUB_SUB;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;108;0;0;0;1;0;0;0;0;0;0;0;0;10;0;3;0;0;0;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
P8S2G:05253:01787_SUB_SUB;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;133;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
P8S2G:04701:00631_SUB_SUB;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;5;0;192;0;0;1;0;0;0;0;1;0;0;0;0;6;0;5;0;0;0;1;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
P8S2G:00756:01769_SUB_SUB;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;25;1;0;0;0;0;0;17;0;0;14;0;0;8;0;0;6;10;0;0;0;0;0;0;0;0;47;0;31;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00844:01868_SUB_SUB;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P8S2G:00857:01875_SUB_SUB;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;3;4;0;0;0;2;0;0;0;1;5;0;0;1;0;1;0;0;3;0;1;1;47;36;10;8;1;0;0;0;0;0;0;2;0;13;0;0;0;0;5;9;0;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00902:01417_SUB_SUB;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;2;0;121;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;2;0;3;0;0;0;11;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3
P8S2G:00887:01503_SUB_SUB;404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;59;0;0;0;74;0;0;0;0;0;6;0;0;0;0;1;1;0;0;81;0;106;0;0;0;3;0;2;0;0;0;4;0;0;0;2;1;14;0;18;0;0;0;0;0;3;0;0;0;0;0;1
P8S2G:00873:01698_SUB_SUB;707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;12;0;0;0;0;7;39;0;50;0;0;2;0;0;0;1;0;0;0;18;0;12;0;0;0;0;0;0;0;124;57;46;44;0;2;0;0;12;0;0;0;0;0;4;0;29;113;0;0;24;76;22;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0
P8S2G:01142:01584_SUB_SUB;459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;0;0;0;0;4;12;0;27;0;0;3;0;0;0;0;0;0;0;12;0;11;0;0;0;0;0;0;0;37;71;27;15;0;1;0;0;10;0;0;0;0;0;2;0;7;151;0;0;13;22;12;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0
P8S2G:01240:01306_SUB_SUB;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;75;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;7;0;0;4;0;0;0;0;0;0;12;0;0;0;0;0;0;3;0;0;3;0;0;18;0;0;1;6;0;0;0;0;0;0;0;0;76;0;28;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00863:03962_SUB_SUB;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;67;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;24;0;0;0;0;0;0;7;0;0;10;0;0;9;0;0;4;6;0;0;0;0;0;0;0;0;57;0;29;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04792:05858_SUB_SUB;384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;0;0;0;4;0;324;0;0;1;0;0;0;0;0;1;0;1;0;2;0;9;0;0;0;1;0;1;0;0;0;25;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04799:06271_SUB_SUB;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:05026:02015_SUB_SUB;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;94;1;0;0;0;0;0;0;0;13;2;0;0;2;0;0;0;0;2;0;0;0;46;17;7;2;4;0;0;0;0;0;1;1;2;5;0;5;0;0;2;138;0;0;52;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00715:02512_SUB_SUB;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P8S2G:00769:01976_SUB_SUB;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;15;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;39;22;14;9;0;3;0;0;0;0;0;0;0;0;1;0;9;10;0;0;14;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00842:02048_SUB_SUB;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;1;185;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:01173:02543_SUB_SUB;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P8S2G:00683:00866_SUB_SUB;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;2;0;0;12;0;2;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00789:04584_SUB_SUB;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;262;0;0;0;0;0;0;0;0;0;1;0;38;0;11;0;0;0;0;224;44;182;0;72;0;0;0;0;0;0;2;0;57;0;0;0;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268
P8S2G:00920:04838_SUB_SUB;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;3;0;104;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;2;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P8S2G:00944:04885_SUB_SUB;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;4;0;0;23;0;2;0;0;0;0;0;0;0;0;0;3;7;0;0;0;3;0;0;0;1;74;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;10;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
P8S2G:00971:04506_SUB_SUB;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;49;8;5;15;0;3;0;0;0;0;0;0;0;0;0;0;4;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04066:03157_SUB_SUB;421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;15;0;0;0;0;5;0;0;0;3;0;322;0;0;1;0;0;0;0;1;0;0;0;0;15;0;7;0;0;0;2;0;6;0;0;0;31;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1
P8S2G:05138:06586_SUB_SUB;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;1;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
P8S2G:04694:07081_SUB_SUB;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;1;128;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P8S2G:04882:04438_SUB_SUB;282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;2;19;0;14;0;0;3;0;0;0;0;0;0;0;4;0;3;0;0;0;0;1;0;3;23;17;25;9;0;5;0;0;8;0;0;0;0;0;1;0;17;60;0;0;7;46;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:05266:04131_SUB_SUB;407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;9;0;0;0;12;0;327;0;0;0;1;0;0;0;0;1;1;0;0;7;0;5;0;0;0;1;0;4;0;0;0;18;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;2;0;0;0;2
P8S2G:02747:03762_SUB_SUB;416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;5;0;344;0;0;1;1;0;0;0;0;0;0;0;0;5;0;7;0;0;0;1;0;6;0;0;0;26;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03300:03260_SUB_SUB;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;2;0;173;0;0;0;1;0;0;0;0;0;0;0;0;16;0;8;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03666:06695_SUB_SUB;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;2;0;130;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03068:05713_SUB_SUB;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;1;19;0;17;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;24;15;14;5;0;4;0;0;3;0;0;0;0;0;0;0;14;21;0;0;9;26;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
P8S2G:04876:00920_SUB_SUB;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;0;0;0;24;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;2;0;0;3;0;2;0;19;0;0;0;0;0;0;0;0;76;0;55;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04966:00956_SUB_SUB;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;1;0;78;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;3;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P8S2G:05147:01141_SUB_SUB;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;110;0;0;0;1;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1
P8S2G:03901:02038_SUB_SUB;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;18;6;5;3;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;116;2;3;7;0;6;0;0;4;0;0;0;0;0;0;0;0;0
P8S2G:03944:03002_SUB_SUB;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;1;4;0;10;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;18;33;7;1;0;1;0;0;2;0;0;0;0;0;0;0;2;45;0;0;8;14;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
P8S2G:03337:05062_SUB_SUB;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;12;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91
P8S2G:03460:05025_SUB_SUB;928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;30;0;0;0;0;4;12;0;57;2;0;5;0;0;0;0;1;0;0;23;0;22;0;0;0;0;1;0;1;123;137;50;27;0;3;0;0;18;0;0;0;0;0;1;1;15;288;0;0;34;32;26;0;0;0;0;0;0;0;8;0;1;0;0;0;3;0
P8S2G:03557:04672_SUB_SUB;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;167;0;0;0;0;0;0;0;0;0;0;2;0;3;0;8;0;0;0;1;0;2;0;0;0;16;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1
P8S2G:03736:04970_SUB_SUB;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;14;0;0;0;0;0;0;4;0;0;3;0;0;8;0;0;4;1;0;0;0;0;0;0;0;0;51;0;10;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03946:03902_SUB_SUB;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;11;0;0;2;0;0;2;17;21;29;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;10;0;0;0;0;0;0;0;0;9;0;10;0;0;2
P8S2G:00052:01742_SUB_SUB;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;0;0;3;0;183;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;2;0;1;0;0;0;12;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00315:04400_SUB_SUB;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;4;0;0;16;2;1;3;0;1;0;0;0;0;1;0;0;0;0;14;3;8;42;0;0;3;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
P8S2G:03061:00851_SUB_SUB;657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;19;0;0;0;0;4;11;0;38;3;0;6;0;0;0;0;0;0;0;25;0;16;0;0;0;0;0;0;3;104;68;19;47;0;1;0;0;24;0;0;0;0;0;2;0;11;151;0;0;32;31;29;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0
P8S2G:03136:01006_SUB_SUB;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;5;0;0;2;0;0;7;0;0;0;8;0;0;0;0;0;0;0;0;28;0;20;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00417:02704_SUB_SUB;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;124;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;8;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P8S2G:04579:03996_SUB_SUB;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;3;3;0;10;0;0;0;0;0;0;0;0;0;0;3;0;9;0;0;0;0;0;0;1;21;9;17;3;0;0;0;0;6;0;0;0;0;0;0;0;11;33;0;0;6;7;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P8S2G:04370:04489_SUB_SUB;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;70;1;0;11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P8S2G:04508:04963_SUB_SUB;298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;5;0;233;0;0;0;0;0;0;0;0;1;0;0;0;7;0;7;0;0;0;0;0;4;0;0;0;31;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1
P8S2G:03679:05856_SUB_SUB;451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;43;0;3;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;79;39;45;30;0;0;0;0;0;0;3;0;0;0;0;0;10;0;1;0;24;142;12;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0
P8S2G:01994:06364_SUB_SUB;476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
